Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Rotational speed [rad/s],Power [W],type_encoded
297.0,307.8,37.2,189,165.7713723544214,6166.6950515844765,1
297.0,307.9,47.7,191,150.37756835183143,7173.01001038236,1
297.0,307.8,35.6,193,168.49408598753257,5998.38946115616,1
297.0,307.7,23.8,195,192.056030889456,4570.933535169052,0
297.0,307.8,61.2,200,137.81119773747224,8434.045301533302,1
296.9,307.8,57.1,202,146.60765716752368,8371.297224265603,1
296.9,307.9,47.1,204,143.1519052485749,6742.454737207879,1
297.1,308.1,30.3,206,183.67845047988322,5565.457049540461,1
297.1,308.1,34.6,208,155.71827586293406,5387.852344857519,1
297.1,308.1,37.7,210,157.7079512102076,5945.589760624827,2
297.0,308.1,52.5,213,142.6283064729766,7487.986089831271,1
297.1,308.1,36.8,215,165.87609210954108,6104.240189631111,1
297.0,308.1,43.7,217,141.89526818713898,6200.8232197779735,1
297.1,308.1,24.3,219,190.90411358313975,4638.969960070296,2
297.0,308.1,41.4,222,158.85986851652387,6576.798556584088,0
297.1,308.1,36.6,227,151.42476590302803,5542.146432050826,1
297.1,308.0,38.8,229,163.25809823154958,6334.4142113841235,0
297.1,308.1,44.4,0,141.58110892178001,6286.201236127033,2
297.2,308.3,37.8,3,165.24777357882311,6246.365841279513,2
297.2,308.3,42.0,6,149.6445300659938,6285.070262771739,2
297.2,308.3,39.4,9,167.97048721193426,6618.03719615021,2
297.3,308.5,60.4,12,146.39821765728436,8842.452346499975,1
297.3,308.4,43.4,14,150.90116712742972,6549.110653330449,1
297.3,308.4,35.6,16,160.3259450881991,5707.603645139888,0
297.2,308.3,52.1,21,144.40854231001083,7523.685054351565,1
297.3,308.3,48.1,23,147.65485471872026,7102.198511970445,1
297.3,308.4,40.5,25,158.44098949604523,6416.860074589832,1
297.3,308.5,47.5,27,156.76547341413067,7446.359987171207,1
297.3,308.4,46.5,29,156.1371548834127,7260.377702078691,1
297.3,308.4,47.8,31,148.3878930045579,7092.941285617867,1
297.4,308.6,38.0,33,159.38346729212216,6056.571757100643,2
297.3,308.4,52.1,36,140.21975210522442,7305.449084682192,1
297.2,308.3,27.5,38,187.8672406846696,5166.349118828414,2
297.2,308.4,42.1,41,152.89084247470325,6436.704468185007,1
297.2,308.3,28.0,43,185.98228509251575,5207.503982590441,2
297.2,308.3,43.7,46,149.8539695762331,6548.618470481388,2
297.1,308.2,50.8,49,141.0575101461817,7165.72151542603,1
297.0,308.1,43.1,51,157.81267096532727,6801.726118605606,2
297.0,308.0,47.9,54,147.44541520848094,7062.6353884862365,2
297.0,307.9,34.7,57,156.34659439365203,5425.226825459726,2
296.9,307.9,47.6,60,150.90116712742972,7182.895555265654,2
296.9,307.9,36.5,63,163.04865872131026,5951.2760433278245,0
296.9,307.9,20.4,68,207.24039538180668,4227.704065788856,2
296.9,308.0,55.9,71,149.74924982111347,8370.983065000242,2
296.9,308.0,41.0,74,173.6253539883959,7118.639513524231,1
297.0,308.1,51.4,76,141.89526818713898,7293.416784818944,2
297.0,308.1,47.6,79,147.65485471872026,7028.371084611084,0
296.9,308.0,34.5,84,159.27874753700252,5495.116790026586,1
296.8,308.0,54.5,86,143.57078426905355,7824.607742663418,1
296.9,308.0,53.5,88,138.02063724771156,7384.104092752568,0
297.0,308.1,34.9,93,164.7241748032248,5748.8737006325455,2
297.0,308.1,44.1,96,155.92771537317338,6876.412247956947,1
297.0,308.1,13.3,98,265.9881780039358,3537.642767452346,0
297.0,308.1,39.0,103,160.95426361891705,6277.216281137765,1
296.9,308.0,46.9,105,148.28317324943822,6954.480825398652,0
296.9,307.9,56.5,110,142.31414720761762,8040.749317230396,1
296.8,307.8,38.9,112,162.4203401905923,6318.15123341404,2
296.8,307.8,33.0,115,177.39526517270363,5854.04375069922,2
296.8,307.9,28.4,118,178.96606149949855,5082.636146585759,1
296.9,308.0,41.0,120,158.54570925116488,6500.37407929776,1
297.0,308.1,43.5,122,152.36724369910496,6627.975100911066,1
297.0,308.2,30.7,124,178.2330232136609,5471.75381265939,2
296.9,308.1,41.8,127,142.1047076973783,5939.976781750413,2
297.0,308.2,29.4,130,165.14305382370344,4855.2057824168805,1
297.0,308.3,46.4,132,146.502937412404,6797.736295935546,2
297.0,308.3,59.0,135,146.502937412404,8643.673307331837,1
297.0,308.3,48.1,137,156.24187463853238,7515.234170113407,1
297.1,308.3,25.7,139,184.62092827596015,4744.757856692176,1
297.1,308.3,41.5,141,156.24187463853238,6484.037797499093,0
297.1,308.4,42.5,146,155.82299561805374,6622.477313767284,1
297.1,308.4,42.1,148,148.91149178015618,6269.173803944575,1
297.1,308.4,38.2,150,165.7713723544214,6332.466423938898,2
297.1,308.4,53.5,153,136.55456067603635,7305.668996167945,1
297.1,308.4,23.5,155,196.87313962496037,4626.518781186569,2
297.2,308.5,40.7,158,167.97048721193426,6836.398829525725,2
297.2,308.6,37.1,161,157.07963267948966,5827.654372409067,1
297.2,308.5,55.6,163,142.8377459832159,7941.778676666805,2
297.2,308.5,14.0,166,255.51620249196984,3577.2268348875778,0
297.1,308.4,31.4,171,173.20647496791725,5438.683313992601,0
297.1,308.4,46.6,176,142.31414720761762,6631.8392598749815,0
297.1,308.4,37.3,181,157.28907218972896,5866.882392676889,2
297.1,308.4,32.6,184,169.12240451825053,5513.390387294968,2
297.2,308.5,39.3,187,155.19467708733578,6099.150809532295,0
297.2,308.6,31.3,192,171.3215193757634,5362.363556461394,1
297.1,308.5,32.4,194,169.75072304896847,5499.923426786578,2
297.1,308.4,44.4,197,153.72860051566053,6825.549862895327,1
297.1,308.4,53.4,199,149.9586893313528,8007.794010294238,2
297.1,308.4,28.4,202,180.74629733653276,5133.19484435753,1
297.1,308.4,33.4,204,166.29497113001972,5554.252035742658,2
297.2,308.5,33.3,207,173.1017552127976,5764.28844858616,0
297.2,308.5,42.9,212,158.44098949604523,6797.11844938034,1
297.2,308.6,40.2,214,155.92771537317338,6268.29415800157,1
297.3,308.7,36.8,216,153.62388076054089,5653.358811987904,1
297.3,308.7,36.1,218,162.21090068035298,5855.813514560743,1
297.4,308.8,48.7,220,142.31414720761762,6930.6989690109785,2
297.5,308.8,41.5,223,160.5353845984384,6662.2184608351945,1
297.5,308.8,57.3,0,137.07815945163463,7854.578536578664,1
297.5,308.8,49.4,2,149.74924982111347,7397.612941163005,0
297.5,308.9,50.7,7,148.59733251479722,7533.8847585002195,0
297.5,308.9,37.7,12,160.74482410867773,6060.079868897151,2
297.5,308.9,43.0,15,153.5191610054212,6601.3239232331125,1
297.5,308.9,50.4,17,149.4350905557545,7531.5285640100265,1
297.5,308.9,48.5,19,134.0412865531645,6501.002397828478,2
297.6,309.0,33.8,22,160.01178582284012,5408.398360811996,1
297.6,309.0,25.2,24,197.39673840055866,4974.397807694078,0
297.8,309.2,33.0,29,172.57815643719928,5695.079162427576,0
297.8,309.2,56.9,34,146.60765716752368,8341.975692832097,1
297.8,309.3,15.7,36,234.88641073339684,3687.7166485143302,2
297.9,309.4,35.7,39,163.1533784764299,5824.575611608549,1
298.0,309.6,34.8,41,171.0073601104044,5951.056131842072,1
298.1,309.6,38.7,43,162.21090068035298,6277.56185632966,2
298.0,309.5,45.8,46,156.66075365901102,7175.0625175827045,1
298.1,309.5,41.8,48,153.62388076054089,6421.478215790608,1
298.0,309.4,65.9,50,133.62240753268586,8805.716656403998,2
298.0,309.4,40.5,53,156.03243512829306,6319.313622695869,0
298.0,309.4,38.1,58,163.57225749690855,6232.103010632216,0
298.1,309.4,48.2,63,146.2934979021647,7051.346598884338,1
298.1,309.5,40.2,65,160.22122533307945,6440.893258389794,0
298.1,309.4,47.6,70,142.6283064729766,6789.107388113686,2
298.2,309.4,34.4,73,177.29054541758398,6098.794762364889,2
298.2,309.4,46.5,76,147.44541520848094,6856.211807194363,2
298.2,309.4,52.9,79,146.39821765728436,7744.465714070343,1
298.3,309.6,40.1,81,160.3259450881991,6429.070398036783,2
298.3,309.5,37.1,84,159.27874753700252,5909.241533622793,0
298.3,309.5,54.3,89,149.4350905557545,8114.325417177469,0
298.3,309.4,36.1,94,161.896741414994,5844.472365081284,1
298.3,309.4,45.4,96,141.99998794225866,6446.7994525785425,1
298.4,309.5,15.3,98,225.46163277262747,3449.5629814212,1
298.5,309.6,41.7,100,156.24187463853238,6515.2861724268005,2
298.5,309.6,40.3,103,165.66665259930176,6676.36609975186,1
298.5,309.6,41.5,105,148.59733251479722,6166.789299364084,1
298.5,309.6,48.2,107,150.90116712742972,7273.436255542113,2
298.6,309.7,32.2,110,171.2167996206437,5513.180947784728,2
298.6,309.7,45.8,113,149.6445300659938,6853.719477022515,1
298.6,309.7,28.4,115,175.4055898254301,4981.518751042215,2
298.7,309.7,23.8,118,195.61650256352445,4655.672761011882,2
298.7,309.8,33.4,121,165.66665259930176,5533.2661968166785,0
298.8,309.9,40.3,126,155.61355610781442,6271.22631114492,1
298.7,309.8,54.3,128,146.817096677763,7972.168349602531,1
298.7,309.9,34.1,130,169.75072304896847,5788.499655969825,1
298.8,309.9,42.4,132,149.53981031087415,6340.487957181063,1
298.7,309.8,53.6,134,140.63863112570306,7538.230628337684,2
298.7,309.9,40.2,137,152.68140296446393,6137.792399171451,2
298.7,309.8,57.0,140,138.4395162681902,7891.0524272868415,1
298.7,309.9,32.8,142,155.29939684245542,5093.820216432538,1
298.6,309.8,45.7,144,157.60323145508795,7202.46767749752,1
298.7,309.9,42.5,146,166.818569905618,7089.789220988765,1
298.8,310.0,19.6,148,219.7020462410462,4306.160106324505,1
298.8,310.0,30.4,150,175.09143056007113,5322.779489026162,1
298.8,310.0,41.4,152,155.71827586293406,6446.73662072547,1
298.8,310.0,42.1,154,149.01621153527586,6273.582505635114,1
298.9,310.1,25.0,156,183.25957145940458,4581.4892864851145,1
298.9,310.2,31.1,158,173.20647496791725,5386.721371502226,1
298.9,310.2,50.2,160,156.87019316925034,7874.8836970963675,1
298.9,310.1,30.2,162,166.19025137490004,5018.945591521981,1
298.9,310.1,42.6,164,154.25219929125885,6571.143689807627,1
298.9,310.2,56.9,166,142.31414720761762,8097.674976113442,1
299.0,310.3,34.5,168,171.2167996206437,5906.979586912208,2
299.0,310.3,45.0,171,159.17402778188284,7162.831250184728,1
299.0,310.3,36.7,173,157.81267096532727,5791.725024427511,1
299.0,310.3,46.3,175,149.53981031087415,6923.693217393473,1
299.0,310.3,33.3,177,165.66665259930176,5516.699531556748,2
299.0,310.3,24.4,180,202.0044076258237,4928.907546070098,1
299.0,310.3,38.1,182,161.26842288427605,6144.3269118909175,2
298.9,310.2,53.0,185,142.6283064729766,7559.300243067759,1
298.9,310.1,49.9,187,152.053084433746,7587.448913243925,0
298.9,310.1,51.7,192,142.52358671785694,7368.469433313205,1
298.8,310.1,74.5,194,130.16665561373708,9697.415843223413,2
298.8,310.1,36.8,197,164.09585627250686,6038.727510828252,0
298.9,310.2,46.5,202,147.75957447383993,6870.820213033557,1
298.8,310.2,26.8,204,189.96163578706282,5090.971839093284,1
298.8,310.1,28.8,206,180.01325905069513,5184.38186066002,2
298.8,310.2,30.4,209,174.1489527639942,5294.128164025424,0
298.9,310.2,30.2,214,177.60470468294295,5363.662081424877,1
298.9,310.2,26.8,216,185.45868631691744,4970.292793293387,0
299.0,310.3,24.0,221,195.61650256352445,4694.796061524587,1
299.0,310.3,35.4,223,163.1533784764299,5775.629598065619,2
299.0,310.4,49.1,226,142.94246573833559,7018.475067752277,1
299.0,310.4,53.8,228,143.57078426905355,7724.108193675081,1
298.9,310.3,32.6,230,165.7713723544214,5404.146738754138,1
298.7,310.2,36.0,0,168.9129650080112,6080.866740288404,0
298.6,310.1,27.2,5,180.22269856093445,4902.057400857417,1
298.6,310.2,31.5,7,174.6725515395925,5502.185373497164,2
298.6,310.2,36.3,10,164.30529578274619,5964.282236913686,1
298.6,310.2,50.5,12,139.06783479890817,7022.925657344862,2
298.6,310.1,33.0,15,167.13272917097697,5515.38006264224,2
298.5,310.2,32.7,18,175.51030958054977,5739.1871232839785,1
298.5,310.1,28.9,20,189.43803701146453,5474.759269631325,1
298.5,310.0,26.1,22,188.9144382358662,4930.666837956109,1
298.6,310.1,33.9,24,160.5353845984384,5442.149537887062,1
298.7,310.2,27.3,26,179.8038195404558,4908.6442734544435,1
298.7,310.2,45.5,28,142.73302622809626,6494.35269337838,1
298.7,310.2,45.9,30,146.817096677763,6738.904737509321,1
298.7,310.2,47.5,32,150.37756835183143,7142.934496711993,1
298.7,310.2,43.7,34,159.69762655748113,6978.786280561926,1
298.7,310.2,33.3,36,167.3421686812163,5572.494217084502,2
298.6,310.1,48.1,39,151.2153263927887,7273.4571994931375,2
298.6,310.0,48.0,42,139.69615332962613,6705.415359822055,1
298.6,310.0,35.5,44,176.03390835614806,6249.203746643256,2
298.6,309.9,37.4,47,166.818569905618,6239.014514470113,1
298.6,309.9,45.7,49,152.99556222982292,6991.897193902908,1
298.7,310.1,31.9,51,177.29054541758398,5655.568398820928,2
298.7,310.2,50.3,54,147.02653618800232,7395.4347702565165,1
298.8,310.2,27.6,56,178.75662198925923,4933.682766903555,0
298.6,310.1,41.9,61,152.68140296446393,6397.350784211038,2
298.6,310.0,41.2,64,158.85986851652387,6545.026582880784,1
298.7,310.1,54.6,66,150.06340908647243,8193.462136121396,1
298.7,310.2,33.1,68,163.9911365173872,5428.1066187255165,1
298.7,310.1,33.5,70,175.51030958054977,5879.595370948417,1
298.7,310.1,56.8,72,143.25662500369455,8136.97630020985,2
298.8,310.2,37.5,75,165.56193284418208,6208.572481656828,2
298.8,310.3,27.1,78,178.86134174437888,4847.142361272668,0
298.7,310.3,41.5,83,155.0899573322161,6436.233229286968,2
298.7,310.3,40.0,86,151.94836467862632,6077.934587145053,1
298.7,310.3,38.7,88,156.55603390389135,6058.718512080595,2
298.8,310.3,41.8,91,164.7241748032248,6885.470506774796,2
298.8,310.3,59.0,94,143.04718549345523,8439.783944113859,2
298.8,310.3,36.8,97,162.62977970083162,5984.775892990603,1
298.8,310.3,37.1,99,160.01178582284012,5936.437254027369,2
298.8,310.2,31.2,102,159.90706606772045,4989.100461312878,2
298.8,310.2,46.7,105,152.99556222982292,7144.892756132731,1
298.8,310.2,44.9,107,152.36724369910496,6841.289242089812,0
298.7,310.1,34.8,112,169.64600329384882,5903.680914625938,1
298.7,310.1,27.7,114,187.02948264371236,5180.716669230832,1
298.8,310.2,35.7,116,165.7713723544214,5918.037993052844,2
298.8,310.1,30.3,119,173.1017552127976,5244.983182947767,1
298.9,310.2,49.0,121,139.38199406426716,6829.717709149091,2
298.9,310.3,43.8,124,155.4041165975751,6806.700306973788,1
298.9,310.2,36.1,126,167.8657674568146,6059.9542051910075,2
298.9,310.2,40.0,129,151.32004614790836,6052.801845916334,1
298.9,310.1,26.1,131,190.90411358313975,4982.597364519947,1
298.9,310.1,45.3,133,156.1371548834127,7073.013116218595,0
298.9,310.2,42.8,138,160.5353845984384,6870.914460813164,1
298.9,310.2,54.8,140,147.5501349636006,8085.747396005313,1
298.9,310.2,8.8,142,286.6179697625088,2522.2381339100775,1
299.0,310.3,46.6,144,156.4513141487717,7290.631239332762,2
299.1,310.4,33.3,147,166.92328966073768,5558.545545702565,1
299.1,310.4,44.0,149,159.90706606772045,7035.9109069797,1
299.1,310.4,39.7,151,152.053084433746,6036.507452019717,1
299.0,310.3,39.2,153,155.29939684245542,6087.736356224253,1
299.1,310.2,38.2,155,164.30529578274619,6276.462298900905,1
299.1,310.3,46.6,157,154.14747953613917,7183.272546384085,1
299.0,310.2,43.5,159,160.5353845984384,6983.289230032071,1
298.9,310.1,62.7,161,143.04718549345523,8969.058530439643,0
298.9,310.2,37.7,166,160.43066484331877,6048.236064593118,0
298.9,310.1,56.8,171,137.49703847211327,7809.8317852160335,2
299.0,310.2,48.0,174,143.6755040241732,6896.424193160314,1
298.9,310.1,40.6,176,162.83921921107094,6611.272299969481,2
298.9,310.1,42.7,179,145.97933863680572,6233.317759791605,1
298.9,310.1,48.0,181,151.0058868825494,7248.282570362371,1
298.9,310.0,33.8,183,163.78169700714787,5535.821358841597,1
298.9,310.0,48.9,185,152.053084433746,7435.3958288101785,1
298.9,310.1,42.5,187,153.5191610054212,6524.564342730401,1
298.9,310.1,53.2,189,153.8333202707802,8183.9326384055075,2
298.9,310.1,23.4,192,203.57520395261858,4763.659772491274,1
298.8,309.9,53.2,194,148.17845349431857,7883.093725897748,2
298.7,309.8,36.7,197,160.01178582284012,5872.432539698233,2
298.7,309.8,42.1,200,164.41001553786583,6921.661654144152,2
298.7,309.9,33.0,203,169.33184402848985,5587.9508529401655,1
298.7,309.9,18.2,205,218.1312499142513,3969.9887484393735,2
298.7,309.9,38.5,208,161.3731426393957,6212.865991616734,1
298.8,309.9,47.4,210,138.23007675795088,6552.1056383268715,1
298.7,309.8,53.3,212,141.79054843201934,7557.43623142663,1
298.8,309.9,35.2,214,156.55603390389135,5510.772393416976,2
298.7,309.8,31.8,217,166.39969088513936,5291.510170147432,1
298.7,309.8,35.5,0,160.22122533307945,5687.85349932432,1
298.7,309.8,33.4,2,161.16370312915637,5382.8676845138225,1
298.7,309.7,46.8,4,153.10028198494257,7165.093196895312,1
298.6,309.7,54.0,6,141.99998794225866,7667.999348881967,1
298.7,309.7,34.6,8,169.85544280408814,5876.99832102145,2
298.7,309.8,40.3,11,145.97933863680572,5882.967347063271,1
298.8,309.9,33.7,13,164.2005760276265,5533.559412131014,1
298.9,310.0,43.8,15,152.4719634542246,6678.271999295037,2
298.9,310.0,49.3,18,144.30382255489116,7114.178451956133,1
298.9,309.9,41.4,20,147.02653618800232,6086.898598183296,2
298.8,309.8,42.8,23,150.48228810695107,6440.641930977506,1
298.8,309.8,44.0,25,142.73302622809626,6280.253154036236,1
298.8,309.8,49.6,27,144.1991027997715,7152.2754988686675,2
298.8,309.9,42.1,30,159.8023463126008,6727.678779760494,0
298.8,309.8,44.2,35,158.12683023068624,6989.205896196332,0
298.8,309.9,45.2,40,150.6917276171904,6811.266088297007,0
298.8,309.9,39.1,45,155.19467708733578,6068.111874114829,1
298.8,309.8,37.0,47,160.6401043535581,5943.683861081649,2
298.8,309.9,27.7,50,182.31709366332765,5050.183494474176,2
298.8,309.9,38.8,53,162.31562043547262,6297.846072896337,1
298.8,310.0,38.5,55,155.61355610781442,5991.121910150855,2
298.9,310.1,38.2,58,167.76104770169493,6408.472022204747,1
299.0,310.2,37.9,60,154.67107831173746,5862.03386801485,1
299.0,310.1,29.2,62,169.4365637836095,4947.547662481397,1
299.0,310.2,35.8,64,170.4837613348061,6103.318655786058,2
299.0,310.3,33.6,67,174.04423300887453,5847.886229098184,2
299.0,310.3,31.0,70,173.52063423327624,5379.139661231564,2
299.0,310.4,30.8,73,175.61502933566942,5408.942903538618,0
299.0,310.3,39.9,78,151.52948565814768,6046.026477760092,2
298.9,310.4,25.4,81,191.74187162409703,4870.243539252065,1
299.0,310.3,34.4,83,165.87609210954108,5706.137568568212,1
299.1,310.4,40.9,85,151.84364492350667,6210.4050773714225,1
299.1,310.4,46.9,87,149.53981031087415,7013.417103579997,1
299.0,310.4,53.0,89,144.7227015753698,7670.3031834946,1
299.0,310.3,43.0,91,157.1843524346093,6758.9271546882,1
299.0,310.3,42.4,93,154.46163880149817,6549.173485183522,1
298.9,310.3,54.0,95,142.8377459832159,7713.238283093659,1
299.0,310.3,36.1,97,154.14747953613917,5564.724011254624,1
299.0,310.3,47.8,99,150.48228810695107,7193.053371512261,1
298.9,310.2,45.1,101,156.1371548834127,7041.785685241914,1
298.9,310.2,27.6,103,178.65190223413956,4930.792501662252,1
298.8,310.1,39.5,105,168.28464647729325,6647.243535853084,1
298.8,310.0,46.3,107,147.86429422895958,6846.116822800828,1
298.7,309.8,40.9,109,161.896741414994,6621.576723873255,1
298.7,309.8,50.5,111,142.94246573833559,7218.594519785947,1
298.6,309.8,30.2,113,161.6873019047547,4882.956517523591,1
298.6,309.8,44.9,115,148.59733251479722,6672.020229914395,2
298.6,309.8,41.6,118,156.76547341413067,6521.443694027836,1
298.5,309.7,42.6,120,150.48228810695107,6410.545473356116,1
298.5,309.6,53.6,122,148.80677202503654,7976.042980541959,1
298.5,309.6,44.5,124,150.58700786207075,6701.121849862148,2
298.5,309.5,48.9,127,137.7064779823526,6733.846773337042,2
298.5,309.5,61.9,130,143.04718549345523,8854.620782044878,2
298.4,309.5,35.4,133,159.0693080267632,5631.053504147417,2
298.4,309.5,28.3,136,177.1858256624643,5014.3588662477405,1
298.3,309.4,35.6,138,164.41001553786583,5852.996553148024,1
298.3,309.4,35.8,140,164.2005760276265,5878.380621789029,1
298.2,309.3,43.8,142,141.89526818713898,6215.012746596687,1
298.2,309.3,18.7,144,215.30381652602048,4026.181369036583,2
298.2,309.2,60.2,147,139.4867138193868,8397.100171927086,2
298.1,309.1,52.5,150,151.63420541326735,7960.795784196536,2
298.0,308.9,35.6,153,165.24777357882311,5882.820739406103,1
298.0,309.0,39.2,155,163.57225749690855,6412.032493878815,2
298.1,309.0,19.3,158,206.9262361164477,3993.676357047441,2
298.2,309.2,34.6,161,159.59290680236148,5521.914575361708,2
298.2,309.1,48.5,164,149.6445300659938,7257.759708200699,1
298.2,309.1,36.3,166,164.2005760276265,5960.480909802842,1
298.2,309.0,26.6,168,180.43213807117377,4799.4948726932225,2
298.2,309.0,43.8,171,140.42919161546374,6150.798592757311,1
298.1,308.9,46.2,173,141.68582867689966,6545.885284872765,2
298.0,308.7,58.5,176,154.88051782197678,9060.51029258564,2
298.0,308.8,44.9,179,156.66075365901102,7034.067839289594,1
298.0,308.7,48.5,181,144.1991027997715,6993.656485788918,2
297.9,308.5,44.6,184,144.82742133048944,6459.3029913398295,0
298.0,308.7,69.4,189,132.78464949172857,9215.254674725964,1
298.0,308.7,34.3,191,170.58848108992575,5851.184901384453,1
298.0,308.8,27.2,193,187.44836166419097,5098.595437265994,1
298.1,308.8,16.3,195,231.01177979396945,3765.492010641702,2
298.0,308.7,17.4,198,220.01620550640516,3828.2819758114492,2
298.0,308.7,48.2,201,150.37756835183143,7248.198794558275,2
298.0,308.7,48.2,204,153.10028198494257,7379.433591674232,1
298.0,308.7,26.2,206,185.45868631691744,4859.017581503237,1
298.0,308.7,47.0,208,157.7079512102076,7412.273706879757,1
298.0,308.7,36.7,210,170.27432182456678,6249.0676109616015,1
298.0,308.8,33.7,212,168.59880574265222,5681.77975352738,1
298.0,308.6,55.7,214,144.09438304465183,8026.057135587108,2
298.0,308.6,37.3,217,157.81267096532727,5886.412627006706,2
298.0,308.5,37.7,220,149.6445300659938,5641.598783487966,1
298.1,308.7,38.9,0,162.00146117011366,6301.856839517421,2
298.1,308.7,30.3,3,171.94983790648135,5210.080088566385,1
298.0,308.7,36.3,5,157.39379194484863,5713.394647598005,0
298.1,308.7,32.9,10,164.2005760276265,5402.198951308912,1
298.1,308.8,37.6,12,170.4837613348061,6410.18942618871,2
298.2,308.9,35.5,15,169.01768476313086,6000.1278090911455,2
298.2,308.9,54.0,18,133.83184704292518,7226.91974031796,1
298.2,308.9,38.8,20,147.44541520848094,5720.88211008906,2
298.2,309.0,55.7,23,143.57078426905355,7996.892683786283,0
298.2,308.9,38.5,28,158.33626974092556,6095.946385025634,2
298.3,309.1,40.1,31,154.14747953613917,6181.313929399181,1
298.2,308.9,34.3,33,165.98081186466072,5693.141846957862,2
298.2,309.0,37.7,36,163.57225749690855,6166.674107633453,0
298.3,309.0,36.9,41,159.0693080267632,5869.657466187562,1
298.2,309.0,35.8,43,167.6563279465753,6002.096540487395,1
298.2,309.0,13.8,45,256.45868028804676,3539.1297879750455,1
298.1,309.0,27.6,47,187.134202398832,5164.903986207763,1
298.1,309.1,44.5,49,149.22565104551518,6640.541471525426,0
298.1,309.0,34.0,54,163.25809823154958,5550.775339872685,1
298.1,309.0,36.0,56,163.04865872131026,5869.751713967169,1
298.1,309.0,40.5,58,156.76547341413067,6349.0016732722925,1
298.1,309.0,41.4,60,150.58700786207075,6234.3021254897285,0
298.1,308.9,39.2,65,148.3878930045579,5816.80540577867,2
298.0,308.9,51.4,68,140.21975210522442,7207.2952582085345,2
298.0,308.8,29.1,71,183.99260974524222,5354.184943586549,1
298.0,308.8,36.1,73,165.56193284418208,5976.785775674974,1
298.2,308.9,54.4,75,138.85839528866885,7553.8967037035845,2
298.4,309.1,39.6,78,153.62388076054089,6083.505678117419,2
298.4,309.1,29.6,81,188.28611970514825,5573.269143272389,1
298.5,309.2,46.4,83,151.738925168387,7040.686127813156,2
298.4,309.1,39.3,86,159.69762655748113,6276.116723709008,2
298.4,309.0,15.1,89,241.2743157956961,3643.242168515011,1
298.3,308.9,54.7,91,144.40854231001083,7899.147264357593,1
298.4,308.9,34.9,93,170.4837613348061,5949.883270584733,1
298.4,309.0,52.7,95,154.3569190463785,8134.609633744147,1
298.4,309.0,38.8,97,161.6873019047547,6273.467313904482,2
298.4,308.9,48.4,100,145.66517937144673,7050.194681578021,1
298.3,308.9,55.5,102,141.16222990130137,7834.503759522227,1
298.3,308.8,52.1,104,141.26694965642102,7360.0080770995355,2
298.4,308.9,29.5,107,178.65190223413956,5270.231115907117,1
298.4,308.9,32.4,109,171.5309588860027,5557.603067906488,1
298.4,308.8,40.1,111,152.68140296446393,6122.524258875003,1
298.5,308.9,27.8,113,186.50588386811404,5184.86357153357,1
298.5,308.8,59.1,115,139.4867138193868,8243.66478672576,1
298.4,308.7,31.7,117,165.87609210954108,5258.272119872452,2
298.4,308.6,42.0,120,156.1371548834127,6557.760505103333,1
298.4,308.5,47.1,122,146.39821765728436,6895.356051658094,0
298.3,308.4,30.6,127,165.98081186466072,5079.012843058618,1
298.2,308.3,43.5,129,154.5663585566178,6723.636597212875,2
298.2,308.3,41.8,132,152.68140296446393,6382.082643914592,1
298.2,308.4,39.9,134,158.12683023068624,6309.260526204381,2
298.2,308.4,53.8,137,145.35102010608776,7819.884881707521,1
298.2,308.3,16.8,139,232.05897734516603,3898.5908193987893,1
298.2,308.3,51.0,141,146.817096677763,7487.6719305659135,1
298.0,308.2,19.0,143,218.8642882000889,4158.42147580169,2
298.0,308.2,42.1,146,152.7861227195836,6432.29576649447,1
298.0,308.1,44.8,148,146.92181643288265,6582.097376193143,2
298.1,308.2,39.3,151,159.27874753700252,6259.654778204198,1
298.2,308.2,47.1,153,147.3406954533613,6939.746755853317,1
298.1,308.2,35.3,155,173.20647496791725,6114.188566367478,2
298.2,308.4,43.5,158,152.053084433746,6614.309172867951,1
298.3,308.4,37.3,160,160.01178582284012,5968.439611191936,1
298.2,308.3,59.6,162,128.8052987971815,7676.795808312018,1
298.2,308.2,42.4,164,153.5191610054212,6509.212426629859,1
298.2,308.2,50.1,166,154.77579806685713,7754.267483149542,1
298.2,308.3,18.0,168,215.40853628114013,3877.3536530605224,1
298.3,308.4,41.7,170,156.03243512829306,6506.552544849821,1
298.3,308.4,43.4,172,155.4041165975751,6744.538660334759,1
298.3,308.4,37.0,174,166.818569905618,6172.287086507866,1
298.3,308.3,43.8,176,151.2153263927887,6623.231296004145,1
298.3,308.4,47.5,178,151.2153263927887,7182.728003657464,2
298.2,308.3,33.0,181,163.36281798666923,5390.972993560084,2
298.1,308.3,42.0,184,160.22122533307945,6729.291463989337,0
298.2,308.4,61.0,189,137.18287920675428,8368.155631612011,1
298.2,308.3,33.3,191,171.63567864112235,5715.468098749374,2
298.2,308.3,48.7,194,146.60765716752368,7139.792904058404,1
298.3,308.4,44.2,196,155.61355610781442,6878.119179965398,2
298.2,308.3,43.3,199,151.63420541326735,6565.761094394476,2
298.2,308.3,32.0,202,176.7669466419857,5656.542292543542,1
298.1,308.3,41.5,204,152.15780418886564,6314.5488738379245,2
298.2,308.4,37.7,207,156.76547341413067,5910.058347712727,1
